2026-08-29T07:56:16.201Z,2, 194610, 275040, 2, 194.55, 37;3, 158852, 275040, 0, 209.46, 46
2026-08-29T07:56:17.288Z,2, 194610, 275040, 1, 194.51, 37;3, 158852, 275040, 0, 209.49, 46
2026-08-29T07:56:18.384Z,2, 194610, 275040, 1, 194.51, 37;3, 158852, 275040, 0, 209.38, 46
2026-08-29T07:56:19.532Z,2, 194610, 275040, 0, 194.59, 37;3, 158852, 275040, 0, 209.30, 46
2026-08-29T07:56:20.634Z,2, 194856, 275040, 0, 197.25, 37;3, 158852, 275040, 0, 209.38, 46
2026-08-29T07:56:21.730Z,2, 194856, 275040, 0, 194.59, 37;3, 158852, 275040, 0, 209.15, 46
2026-08-29T07:56:22.828Z,2, 194856, 275040, 0, 194.71, 37;3, 158852, 275040, 0, 209.07, 46
2026-08-29T07:56:23.950Z,2, 195582, 275040, 0, 194.85, 37;3, 159482, 275040, 0, 209.45, 46
2026-08-29T07:56:25.130Z,2, 199224, 275040, 92, 389.14, 49;3, 162668, 275040, 66, 384.83, 59
2026-08-29T07:56:26.323Z,2, 201426, 275040, 100, 1073.74, 56;3, 162668, 275040, 100, 1061.95, 61
2026-08-29T07:56:27.503Z,2, 203472, 275040, 100, 1065.69, 56;3, 162668, 275040, 100, 850.98, 56
2026-08-29T07:56:28.710Z,2, 203810, 275040, 100, 1068.95, 56;3, 163300, 275040, 0, 451.79, 49
2026-08-29T07:56:29.964Z,2, 204104, 275040, 100, 1091.50, 57;3, 163300, 275040, 1, 214.01, 48
2026-08-29T07:56:31.113Z,2, 204106, 275040, 100, 1087.25, 56;3, 163302, 275040, 0, 212.51, 47
2026-08-29T07:56:32.508Z,2, 204106, 275040, 100, 1060.61, 58;3, 163302, 275040, 100, 734.14, 62
2026-08-29T07:56:33.655Z,2, 204118, 275040, 100, 1082.34, 59;3, 163302, 275040, 100, 930.39, 65
2026-08-29T07:56:34.776Z,2, 214230, 275040, 100, 1073.40, 60;3, 163302, 275040, 100, 1070.71, 66
